MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice,MSZoning_label,Street_label,Alley_label,LotShape_label,LandContour_label,Utilities_label,LotConfig_label,LandSlope_label,Neighborhood_freq,Condition1_label,Condition2_label,BldgType_label,HouseStyle_label,RoofStyle_label,RoofMatl_label,Exterior1st_freq,Exterior2nd_freq,MasVnrType_label,ExterQual_label,ExterCond_label,Foundation_label,BsmtQual_label,BsmtCond_label,BsmtExposure_label,BsmtFinType1_label,BsmtFinType2_label,Heating_label,HeatingQC_label,CentralAir_label,Electrical_label,KitchenQual_label,Functional_label,FireplaceQu_label,GarageType_label,GarageFinish_label,GarageQual_label,GarageCond_label,PavedDrive_label,PoolQC_label,Fence_label,MiscFeature_label,SaleType_label,SaleCondition_label
0.23529411764705882,0.03239768106719571,0.6666666666666666,0.5,0.9461538461538461,0.8833333333333333,0.1225,0.3707983193277311,0.0642123287671233,0.26699937616968183,0.13588342440801457,0.46974697469746973,0.3853626943005181,0.5,0.6666666666666666,0.5,0.5,0.0,0.5555555555555556,0.0,0.5,0.4699828473413379,0.0,0.11663479923518165,0.0,0.33378196500672946,3,1,0,3,3,0,4,0,54,2,2,0,5,1,0,179,178,1,2,3,2,2,3,3,2,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.0,0.03777857841371146,0.5555555555555556,0.875,0.7384615384615385,0.43333333333333335,0.0,0.5136554621848739,0.12157534246575342,0.3936369307548347,0.2837887067395264,0.0,0.24028497409326424,0.0,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.39451114922813035,0.34772462077012833,0.0,0.0,0.28186887137089023,3,1,0,3,3,0,2,0,5,1,2,0,2,1,0,65,66,1,3,3,1,2,3,1,0,5,0,0,1,4,3,5,4,1,1,4,4,2,0,2,1,7,4
0.23529411764705882,0.04549899634566885,0.6666666666666666,0.5,0.9307692307692308,0.8666666666666667,0.10125,0.2552521008403361,0.1857876712328767,0.28696194635059263,0.15919854280510018,0.47634763476347636,0.4099740932642487,0.5,0.6666666666666666,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5214408233276158,0.0,0.08030592734225621,0.0,0.3626225725821957,3,1,0,0,3,0,4,0,54,2,2,0,5,1,0,179,178,1,2,3,2,2,3,2,2,5,0,0,1,4,2,5,4,1,1,4,4,2,0,2,1,7,4
0.29411764705882354,0.037544626355167296,0.6666666666666666,0.5,0.2692307692307692,0.3333333333333333,0.0,0.1134453781512605,0.23116438356164384,0.23580786026200873,0.17413479052823316,0.4158415841584158,0.38762953367875647,0.5,0.3333333333333333,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.75,0.5506003430531733,0.0,0.06692160611854685,0.4927536231884058,0.20207652374543358,3,1,0,0,3,0,0,0,14,2,2,0,5,1,0,78,13,1,3,3,0,3,1,3,0,5,0,2,1,4,2,5,2,5,2,4,4,2,0,2,1,7,0
0.23529411764705882,0.05958291027002747,0.7777777777777778,0.5,0.9230769230769231,0.8333333333333334,0.21875,0.3440126050420168,0.20976027397260275,0.35714285714285715,0.24116575591985429,0.5792079207920792,0.5433937823834197,0.5,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.7169811320754716,0.22403733955659277,0.16061185468451242,0.0,0.41357431263218614,3,1,0,0,3,0,2,0,10,2,2,0,5,1,0,179,178,1,2,3,2,2,3,0,2,5,0,0,1,4,2,5,4,1,1,4,4,2,0,2,1,7,4
0.17647058823529413,0.05890444930024939,0.4444444444444444,0.5,0.8692307692307693,0.75,0.0,0.38445378151260506,0.0273972602739726,0.24828446662507797,0.11402550091074681,0.31133113311331134,0.27266839378238344,0.5,0.3333333333333333,0.5,0.16666666666666666,0.0,0.2222222222222222,0.0,0.5,0.411663807890223,0.046674445740956826,0.05736137667304015,0.0,0.20784464526052682,3,1,0,0,3,0,4,0,16,2,2,0,0,1,0,179,178,1,3,3,5,2,3,3,2,5,0,0,1,4,3,5,2,1,2,4,4,2,0,2,1,7,4
0.0,0.04004323434041896,0.7777777777777778,0.5,0.9538461538461539,0.9166666666666666,0.11625,0.7190126050420168,0.13570205479452055,0.5258889582033687,0.4411657559198543,0.0,0.3801813471502591,0.5,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.5,0.5454545454545454,0.2975495915985998,0.1089866156787763,0.0,0.5231686214189579,3,1,0,3,3,0,4,0,26,2,2,0,2,1,0,179,178,2,2,3,2,0,3,0,2,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.23529411764705882,0.04143758860934217,0.6666666666666666,0.625,0.7153846153846154,0.38333333333333336,0.15,0.45115546218487396,0.09246575342465753,0.34529008109794135,0.2273224043715847,0.5407040704070407,0.508419689119171,0.5,0.6666666666666666,0.5,0.5,0.0,0.4444444444444444,0.6666666666666666,0.5,0.41509433962264153,0.2742123687281214,0.390057361376673,0.41304347826086957,0.3174389540472986,3,1,0,0,3,0,0,0,19,4,2,0,5,1,0,71,64,2,3,3,1,2,3,2,0,1,0,0,1,4,3,5,4,1,1,4,4,2,0,2,1,7,4
0.17647058823529413,0.021495515139037708,0.6666666666666666,0.5,0.3923076923076923,0.0,0.0,0.0,0.4075342465753425,0.29694323144104806,0.19635701275045536,0.4136413641364136,0.4060880829015544,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5,0.5555555555555556,0.6666666666666666,0.5,0.4013722126929674,0.10501750291715285,0.0,0.3713768115942029,0.1826571813112863,4,1,0,3,3,0,4,0,46,0,2,0,0,1,0,19,13,1,3,3,0,3,3,3,5,5,0,2,1,1,3,2,4,5,2,1,4,2,0,2,1,7,0
1.0,0.02757826866118595,0.4444444444444444,0.625,0.45384615384615384,0.0,0.0,0.44695378151260506,0.059931506849315065,0.30910792264504056,0.21639344262295082,0.0,0.18037564766839378,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,0.2222222222222222,0.6666666666666666,0.25,0.1758147512864494,0.0,0.0076481835564053535,0.0,0.15977696596808305,3,1,0,3,3,0,0,0,19,0,0,1,1,1,0,65,66,1,3,3,0,3,3,3,2,5,0,0,1,4,3,5,4,1,1,2,4,2,0,2,1,7,4
0.0,0.04526504428712468,0.4444444444444444,0.5,0.6538461538461539,0.25,0.0,0.47584033613445376,0.05736301369863014,0.32439176543980036,0.2029143897996357,0.0,0.16839378238341968,0.5,0.3333333333333333,0.0,0.5,0.0,0.2222222222222222,0.0,0.25,0.3293310463121784,0.0,0.0,0.0,0.1818880984426072,3,1,0,3,3,0,4,0,22,2,2,0,2,3,0,71,64,1,3,3,1,3,3,3,4,5,0,0,1,4,3,5,2,5,2,4,4,2,0,2,1,7,4
0.23529411764705882,0.04865267009484416,0.8888888888888888,0.5,0.9615384615384616,0.9333333333333333,0.17875,0.5241596638655462,0.07577054794520548,0.3665003119151591,0.2546448087431694,0.6281628162816282,0.5841968911917098,0.5,1.0,0.0,0.6666666666666666,0.0,0.8888888888888888,0.6666666666666666,0.75,0.6312178387650086,0.17152858809801633,0.040152963671128104,0.0,0.5962314939434724,3,1,0,0,3,0,4,0,35,2,2,0,5,3,0,11,13,2,0,3,2,0,3,3,2,5,0,0,1,4,0,5,2,3,0,4,4,2,0,2,1,6,5
0.0,0.05353758907724629,0.4444444444444444,0.625,0.6307692307692307,0.2,0.0,0.3870798319327731,0.07491438356164383,0.28446662507797876,0.15628415300546447,0.0,0.12694300518134716,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.25,0.3018867924528302,0.1633605600933489,0.0,0.0,0.20976735243222458,3,1,0,1,3,0,4,0,22,2,2,0,2,3,0,71,54,1,3,3,1,3,3,3,0,5,0,4,1,4,3,5,2,5,2,4,4,2,0,2,1,7,4
0.0,0.04270092972548065,0.6666666666666666,0.5,0.9692307692307692,0.95,0.19125,0.0,0.639554794520548,0.46600124766063633,0.36830601092896176,0.0,0.31541450777202074,0.0,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.75,0.7204116638078902,0.1866977829638273,0.06309751434034416,0.0,0.47029417419726977,3,1,0,0,3,0,4,0,54,2,2,0,2,1,0,179,178,2,2,3,2,2,3,0,5,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,6,5
0.0,0.04395491275927737,0.5555555555555556,0.5,0.6153846153846154,0.16666666666666666,0.1325,0.3849789915966387,0.2226027397260274,0.39082969432314413,0.28051001821493626,0.0,0.23737046632124353,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.25,0.3018867924528302,0.0,0.4072657743785851,0.3188405797101449,0.23476254566429533,3,1,0,0,3,0,0,0,74,2,2,0,2,3,0,65,66,1,3,3,1,3,3,3,1,5,0,4,1,4,3,5,1,1,1,4,4,2,0,1,1,7,4
0.14705882352941177,0.021495515139037708,0.6666666666666666,0.875,0.3769230769230769,0.85,0.0,0.0,0.3561643835616438,0.2595134123518403,0.13515482695810566,0.0,0.10816062176165803,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.5,0.4939965694682676,0.056009334889148193,0.21414913957934992,0.0,0.18669486637185156,4,1,0,3,3,0,0,0,19,2,2,0,1,1,0,78,72,1,3,3,0,3,3,3,5,5,0,0,1,0,3,5,2,5,2,4,4,2,0,0,1,7,4
0.0,0.045456884975130896,0.5555555555555556,0.75,0.6923076923076923,0.3333333333333333,0.1125,0.30357142857142855,0.18236301369863014,0.31316281971303805,0.18979963570127503,0.0,0.1567357512953368,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.5,0.411663807890223,0.0,0.0,0.0,0.2193808882907133,3,1,0,0,3,0,1,0,74,2,2,0,2,1,0,78,72,1,3,3,1,3,3,3,0,5,0,0,1,4,3,5,4,1,0,4,4,2,0,2,1,7,4
0.4117647058823529,0.04335131644823343,0.3333333333333333,0.5,0.6692307692307692,0.2833333333333333,0.0,0.0,0.0,0.0,0.29617486338797816,0.0,0.25129533678756477,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.4425385934819897,0.0,0.0,0.0,0.10594116516054605,3,1,0,3,3,0,4,0,22,2,2,2,2,1,0,65,66,1,3,3,3,3,3,3,2,5,0,4,1,4,3,5,2,4,2,4,4,2,0,2,1,7,4
0.0,0.05693925200847842,0.4444444444444444,0.5,0.9538461538461539,0.9,0.0,0.3392857142857143,0.20034246575342465,0.34747348721147847,0.22987249544626595,0.0,0.19235751295336787,0.5,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.5,0.4939965694682676,0.0,0.1950286806883365,0.0,0.23860796000769083,3,1,0,3,3,0,4,0,24,5,2,0,2,1,0,179,178,1,3,3,2,3,3,3,2,5,0,0,1,4,2,5,2,5,2,4,4,2,0,2,1,7,4
0.0,0.028233334425109606,0.4444444444444444,0.625,0.6,0.25,0.0,0.2647058823529412,0.2247431506849315,0.32096069868995636,0.31183970856102006,0.0,0.265220207253886,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.2521440823327616,0.0,0.0,0.0,0.20015381657373582,3,1,0,3,3,0,4,0,74,2,2,0,2,3,0,19,54,1,3,3,1,3,3,3,3,5,0,4,1,4,3,2,2,1,2,4,4,2,0,2,1,0,0
0.23529411764705882,0.059372353417337716,0.7777777777777778,0.5,0.9615384615384616,0.9333333333333333,0.2375,0.0,0.4957191780821918,0.36119775421085465,0.2459016393442623,0.66996699669967,0.6010362694300518,0.0,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.7315608919382505,0.28004667444574094,0.2944550669216061,0.0,0.5583541626610268,3,1,0,0,3,0,0,0,35,2,2,0,5,1,0,179,178,1,2,3,2,0,3,0,5,5,0,0,1,4,2,5,2,3,1,4,4,2,0,2,1,6,5
0.14705882352941177,0.027713960855141564,0.6666666666666666,0.75,0.38461538461538464,0.0,0.0,0.0,0.2726883561643836,0.19868995633187772,0.22768670309653916,0.0,0.19041450777202074,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.25,0.24013722126929674,0.0,0.0,0.3713768115942029,0.20092289944241493,4,1,0,3,0,0,4,0,18,2,2,0,1,1,0,78,72,1,3,3,2,3,3,3,5,5,0,0,1,1,2,5,2,1,2,4,4,0,0,0,1,7,4
0.0,0.038443002259976884,0.7777777777777778,0.5,0.9384615384615385,0.8666666666666667,0.175625,0.0,0.7607020547945206,0.5542732376793512,0.47795992714025504,0.0,0.41288860103626945,0.0,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.5,0.45797598627787306,0.19953325554259044,0.30401529636711283,0.0,0.3751201691982311,3,1,0,3,3,0,4,0,54,2,2,0,2,3,0,179,178,1,2,3,2,2,3,3,5,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.5882352941176471,0.012624053079043043,0.4444444444444444,0.75,0.7384615384615385,0.43333333333333335,0.0,0.4411764705882353,0.08561643835616438,0.32439176543980036,0.21020036429872496,0.0,0.17487046632124353,0.5,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.49056603773584906,0.11668611435239207,0.21032504780114722,0.0,0.1826571813112863,4,1,0,3,3,0,4,0,7,2,2,4,2,1,0,20,20,1,3,3,2,2,3,3,2,5,0,4,1,4,3,5,4,1,2,4,4,2,0,2,1,7,4
0.0,0.031443156668335526,0.4444444444444444,0.875,0.676923076923077,0.85,0.0,0.09873949579831932,0.08732876712328767,0.330630068621335,0.21020036429872496,0.0,0.17487046632124353,0.5,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.25,0.23156089193825044,0.47374562427071176,0.17208413001912046,0.0,0.22899442414920207,3,1,0,0,3,0,4,0,22,2,2,0,2,1,0,39,54,1,3,1,1,3,3,2,4,0,0,0,1,4,2,5,4,1,2,4,4,2,0,2,1,7,4
0.0,0.05944253903490097,0.7777777777777778,0.5,0.9769230769230769,0.95,0.4,0.0,0.6703767123287672,0.48845913911416095,0.4069216757741348,0.0,0.34974093264248707,0.0,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.75,0.7632933104631218,0.0,0.10707456978967496,0.0,0.42568736781388195,3,1,0,3,3,0,0,0,35,2,2,0,2,1,0,179,178,2,2,3,2,2,3,3,5,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.0,0.026548879603591632,0.4444444444444444,0.75,0.5461538461538461,0.8333333333333334,0.0,0.12289915966386554,0.07705479452054795,0.280723643169058,0.15191256830601094,0.0,0.12305699481865284,0.0,0.3333333333333333,0.0,0.5,0.0,0.2222222222222222,0.0,0.5,0.4939965694682676,0.2590431738623104,0.06118546845124283,0.0,0.19207844645260527,3,1,0,3,3,0,0,0,74,2,2,0,2,1,0,78,72,1,3,3,1,3,3,2,1,4,0,4,1,4,2,5,2,5,2,4,4,2,0,2,1,7,4
0.0,0.04656581773263023,0.7777777777777778,0.5,0.9769230769230769,0.9666666666666667,0.125,0.6397058823529411,0.20804794520547945,0.5315034310667498,0.4448087431693989,0.0,0.38341968911917096,0.5,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.3333333333333333,0.75,0.6620926243567753,0.0,0.09560229445506692,0.0,0.5212459142472602,3,1,0,3,3,0,4,0,35,2,2,0,2,1,0,179,178,2,2,3,2,0,3,3,2,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.0,0.06922641412321787,0.4444444444444444,0.625,0.5923076923076923,0.7833333333333333,0.0,0.6706932773109243,0.08861301369863013,0.462882096069869,0.4069216757741348,0.0,0.34974093264248707,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.25,0.27358490566037735,0.33605600933488916,0.4933078393881453,0.0,0.33185925783503173,3,1,0,0,3,0,1,0,74,2,2,0,2,1,0,65,66,1,3,3,1,3,3,1,1,5,0,4,1,4,3,5,2,1,1,4,4,2,0,2,1,7,4
0.058823529411764705,0.022450039537897894,0.3333333333333333,0.625,0.36153846153846153,0.0,0.0,0.0,0.2226027397260274,0.16219588271990018,0.01347905282331512,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0,0.25,0.2058319039451115,0.057176196032672114,0.0,0.15760869565217392,0.06460296096904442,4,1,0,0,3,0,4,0,19,1,3,0,2,1,0,65,66,1,3,3,0,3,3,3,5,5,0,1,0,4,1,5,2,5,2,1,4,2,0,2,1,7,4
0.29411764705882354,0.03263163312573987,0.3333333333333333,0.375,0.3076923076923077,0.0,0.0,0.0,0.2778253424657534,0.2024329382407985,0.0604735883424408,0.36743674367436746,0.25809585492227977,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.2144082332761578,0.0,0.10325047801147227,0.3115942028985507,0.009805806575658528,0,1,1,3,3,0,4,0,18,1,2,0,5,2,0,19,9,1,3,0,0,3,3,3,5,5,0,4,0,4,3,5,2,5,2,4,1,0,0,2,1,7,4
0.0,0.032837510937258736,0.4444444444444444,0.625,0.6615384615384615,0.9333333333333333,0.0,0.0,0.5256849315068494,0.3830318153462258,0.27140255009107467,0.0,0.22927461139896374,0.0,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.25,0.23241852487135506,0.0,0.124282982791587,0.0,0.22005383580080753,3,1,0,0,3,0,1,0,22,2,2,0,2,1,0,71,64,1,3,3,1,3,3,3,5,5,0,2,1,4,2,5,2,1,2,4,4,2,0,2,1,7,4
0.0,0.04455850907032131,0.7777777777777778,0.5,0.9769230769230769,0.95,0.0,0.0,0.5282534246575342,0.3849033063006862,0.27358834244080144,0.0,0.23121761658031087,0.0,0.6666666666666666,0.0,0.5,0.0,0.4444444444444444,0.0,0.5,0.41509433962264153,0.0,0.05736137667304015,0.0,0.2787925398961738,3,1,0,3,3,0,0,0,54,2,2,0,2,1,0,179,178,1,2,3,2,0,3,0,5,5,0,0,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.0,0.04223302560839233,0.4444444444444444,0.5,0.6076923076923076,0.15,0.0,0.5346638655462185,0.16267123287671234,0.4360573923892701,0.44335154826958106,0.0,0.38212435233160624,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3833619210977702,0.0,0.07265774378585087,0.0,0.2511055566237262,3,1,0,0,3,0,4,0,74,2,2,0,2,3,0,19,9,1,3,3,1,3,3,3,4,5,0,2,1,4,2,5,2,1,1,4,4,2,0,2,1,7,4
0.5882352941176471,0.02707761125590144,0.8888888888888888,0.5,0.9615384615384616,0.9166666666666666,0.15375,0.6055672268907563,0.17465753424657535,0.4868995633187773,0.3927140255009107,0.0,0.33711139896373055,0.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.47684391080617494,0.23687281213535588,0.08986615678776291,0.0,0.46644875985387424,3,1,0,3,3,0,4,0,35,2,2,4,2,3,0,65,66,1,0,3,2,0,3,3,2,5,0,0,1,4,0,5,2,1,0,4,4,2,0,2,1,7,4
0.23529411764705882,0.05564315760414376,0.7777777777777778,0.5,0.9538461538461539,0.9166666666666666,0.0825,0.0,0.4781678082191781,0.34840923268870866,0.23642987249544625,0.7260726072607261,0.6256476683937824,0.0,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5926243567753001,0.13185530921820304,0.06118546845124283,0.0,0.5270140357623534,3,1,0,3,3,0,4,0,35,2,2,0,5,1,0,179,178,2,2,3,2,0,3,0,5,5,0,0,1,4,2,5,2,3,0,4,4,2,0,2,1,7,4
0.0,0.04366949124785349,0.4444444444444444,0.5,0.8769230769230769,0.75,0.0,0.0,0.4696061643835616,0.34217092950717404,0.22367941712204006,0.0,0.18685233160621761,0.0,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.5,0.5763293310463122,0.4574095682613769,0.12237093690248566,0.0,0.21169005960392231,3,1,0,3,3,0,0,0,54,2,2,0,2,1,0,179,178,1,3,3,2,2,3,3,5,5,0,0,1,4,3,5,2,1,2,4,4,2,0,2,1,7,4
0.0,0.03278136244320814,0.4444444444444444,0.625,0.5692307692307692,0.6666666666666666,0.40625,0.6370798319327731,0.03595890410958904,0.40455396132252025,0.29653916211293263,0.0,0.25161917098445596,0.0,0.3333333333333333,0.0,0.5,0.0,0.2222222222222222,0.3333333333333333,0.5,0.42710120068610635,0.0,0.0,0.0,0.22707171697750433,3,1,0,3,3,0,4,0,74,2,2,0,2,3,0,78,72,1,3,3,1,3,3,3,4,5,0,2,1,4,3,5,4,1,0,4,4,2,0,2,1,7,4
0.0,0.029927147328969346,0.4444444444444444,0.75,0.5615384615384615,0.95,0.0,0.38392857142857145,0.13955479452054795,0.3296943231441048,0.20910746812386158,0.0,0.17389896373056996,0.5,0.3333333333333333,0.0,0.5,0.0,0.2222222222222222,0.0,0.25,0.2109777015437393,0.0,0.0994263862332696,0.0,0.1424726014228033,3,1,0,3,3,0,4,0,74,2,2,0,2,1,0,179,178,1,3,1,1,3,3,3,2,5,0,4,1,4,2,5,2,5,2,4,4,2,0,2,1,7,0
0.4117647058823529,0.021121191845367048,0.3333333333333333,0.5,0.5769230769230769,0.08333333333333333,0.0,0.0,0.0,0.0,0.24371584699453552,0.0,0.20466321243523317,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.09055950778696405,3,1,0,3,3,0,4,0,31,2,2,2,2,1,0,6,54,1,3,3,2,3,3,3,2,5,0,4,0,2,1,5,2,1,2,4,4,0,0,2,1,7,1
0.0,0.03337092163073943,0.5555555555555556,0.5,0.6538461538461539,0.25,0.063125,0.33771008403361347,0.19049657534246575,0.3393636930754835,0.3063752276867031,0.0,0.2603626943005181,0.0,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.37735849056603776,0.0,0.2638623326959847,0.0,0.2405306671793886,3,1,0,3,3,0,4,0,74,2,2,0,2,1,0,78,72,1,3,3,1,3,3,3,4,5,0,0,1,4,3,5,4,1,1,4,4,2,0,1,1,7,0
0.0,0.07195897416701369,0.4444444444444444,0.625,0.6076923076923076,0.15,0.0,0.5078781512605042,0.1639554794520548,0.42108546475358705,0.30783242258652094,0.0,0.2616580310880829,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.2222222222222222,0.6666666666666666,0.25,0.2641509433962264,0.0,0.1988527724665392,0.0,0.2597577388963661,3,1,0,3,3,0,4,0,10,2,2,0,2,1,0,179,178,1,3,1,1,3,3,1,1,5,0,2,1,4,3,5,2,1,1,4,4,1,0,2,1,7,4
0.38235294117647056,0.03581338112194049,0.4444444444444444,0.75,0.7923076923076923,0.55,0.0,0.39233193277310924,0.0,0.26200873362445415,0.14608378870673952,0.0,0.11787564766839378,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.5,0.4322469982847341,0.28004667444574094,0.0,0.0,0.20976735243222458,3,1,0,0,3,0,1,0,24,2,2,0,6,1,0,71,64,1,3,3,1,2,3,0,0,3,0,2,1,4,2,5,2,1,1,4,2,2,0,2,1,7,4
